id,nome,link,ativo,Atualizar,Motivo,Novo Link,Comentário Outros
328,TRANSFORMANDO FRAÇÕES,http://www.mangahigh.com/pt-br/jogos_matematicos/numerais/fracoes/transformar_fracoes_em_porcentagens_e_decimais,TRUE,Sim,Link quebrado,,
329,UMA PROVA SEM PALAVRAS,http://www.geogebra.org/m/ZFTGX57r,TRUE,Não,,,
330,USAR A LINGUAGEM DE PROBABILIDADE,http://campus.mangahigh.com/pt-br/px/720/0/0,TRUE,Sim,Outros,,OA não carrega por erro de CORS
331,ACERTE O ALVO,http://www.soplaar.com/jogos_educativos_2/acerte_alvo_matematica_paintball/index.php,TRUE,Sim,Novo Link,http://www.soplaar.com/jogos_educativos_2/acerte_alvo_jogo_cupido/index.php,
332,ADIÇÃO E SUBTRAÇÃO DE 0 A 10,http://escola.britannica.com.br/resources/lm/GM_1_8/GM_1_8.htm,FALSE,Não,,,
333,ADIVINHA O NÚMERO,http://www.catraios.ipb.pt/KIDS/jogos/acerta_num/acerta_numero.htm,TRUE,Sim,Link quebrado,,
334,ANIMAIS DOMÉSTICOS E SILVESTRES,http://www.noas.com.br/ensino-fundamental-1/matematica/animais-domesticos-e-silvestres/,TRUE,Sim,Flash,,OA repetido.
335,CAI E PEGA (PAR E ÍMPAR),http://www.soplaar.com/jogos_educativos_2/cai_pega_par_impar/index.php,TRUE,Sim,Link quebrado,,
336,CAMINHO ESPACIAL - MATEMÁTICA,http://www.soplaar.com/jogos_educativos_2/caminho_espacial_matematica/index.php,TRUE,Sim,Link quebrado,,
337,CAMINHO FUNDO DO MAR,http://www.soplaar.com/jogos_educativos_2/caminho_fundo_mar_matematica/index.php,TRUE,Sim,Link quebrado,,
338,CAMINHO HALLOWEEN MATEMÁTICA,http://www.soplaar.com/jogos_educativos_2/caminho_halloween_matematica/index.php,TRUE,Sim,Link quebrado,,
339,CARTELAS SOBREPOSTAS,http://www.educacaodinamica.com.br/ed/views/game_educativo.php?id=16&jogo=Cartelas%20Sobrepostas,TRUE,Não,,,
340,CASA DE CARNE,http://www.escolagames.com.br/jogos/casaDeCarne/,TRUE,Não,,,
341,CONTANDO DE 5 EM 5,http://escola.britannica.com.br/resources/lm/GM_1_23/GM_1_23.htm,FALSE,Não,,,
342,"DAQUI PRA LÁ, DE LÁ PRA CÁ",http://acervo.novaescola.org.br/swf/jogos/exibi-jogo.shtml?212_mapa.swf,TRUE,Sim,Link quebrado,,
343,FECHE A CAIXA,http://acervo.novaescola.org.br/swf/jogos/exibi-jogo.shtml?201_caixa.swf,TRUE,Sim,Link quebrado,,
344,JOGO CUPIDO,http://www.soplaar.com/jogos_educativos_2/acerte_alvo_jogo_cupido/index.php,TRUE,Sim,Link quebrado,,
345,JOGO DA ANTECIPAÇÃO (ESTIMATIVA),http://acervo.novaescola.org.br/swf/jogos/antecipacao/default.html,TRUE,Sim,Link quebrado,,
346,JOGO DA MEMÓRIA COM MEDIDAS,http://escola.britannica.com.br/resources/lm/GM_5_11/GM_5_11.htm,FALSE,Não,,,
347,JOGO DA MEMÓRIA DE MATEMÁTICA: DESCUBRA OS DOBROS,http://acervo.novaescola.org.br/fundamental-1/jogo-memoria-matematica-descubra-dobros-637051.shtml,FALSE,Não,,,
348,JOGO DA MEMÓRIA DE MATEMÁTICA: EXPRESSÕES EQUIVALENTES,http://acervo.novaescola.org.br/fundamental-1/jogo-memoria-matematica-expressoes-equivalentes-637043.shtml,FALSE,Não,,,
349,JOGO DA MEMÓRIA DE MATEMÁTICA: SUBTRAÇÃO COM BASE NO 10,http://acervo.novaescola.org.br/fundamental-1/jogo-memoria-matematica-subtracao-base-10-637050.shtml,FALSE,Não,,,
350,JOGO DO CASTELO,http://acervo.novaescola.org.br/swf/jogos/exibi-jogo.shtml?200_castelo-2.swf,TRUE,Sim,Link quebrado,,
351,LABIRINTO DA TABUADA (MULTIPLICAÇÃO),http://acervo.novaescola.org.br/matematica/pratica-pedagogica/jogo-tabuada-428051.shtml,TRUE,Sim,Link quebrado,,
352,MATEMÁTICA CALCULADORA,http://www.soplaar.com/jogos_educativos_2/matematica_moeda/index.php,TRUE,Sim,Link quebrado,,
353,MATEMÁTICA CARRO,http://www.soplaar.com/jogos_educativos_2/matematica_carro/index.php,TRUE,Sim,Link quebrado,,
354,MATEMÁTICA FOGUETE,http://www.soplaar.com/jogos_educativos_2/matematica_foguete/index.php,TRUE,Sim,Link quebrado,,
355,MATEMÁTICA NATAÇÃO,http://www.soplaar.com/jogos_educativos_2/matematica_natacao/index.php,TRUE,Sim,Link quebrado,,
356,MATEMÁTICA SKATE,http://www.soplaar.com/jogos_educativos_2/matematica_skate/index.php,TRUE,Sim,Link quebrado,,
357,MATHEMATICAL GAME ADDITION,http://www.soplaar.com/jogos_educativos_2/matematica_skate/index.php,TRUE,Sim,Link quebrado,,
358,NAVE ANTECESSOR/SUCESSOR,http://www.soplaar.com/jogos_educativos_2/nave_sucessor_antecessor/index.php,TRUE,Sim,Link quebrado,,
359,PIZZARIA DOS NÚMEROS,http://www.nossoclubinho.com.br/pizzaria-dos-numeros/,TRUE,Sim,Flash,,
360,POLÍGONOS,http://www.cercifaf.org.pt/mosaico.edu/ca/poligonos.html,TRUE,Sim,Flash,,
361,QUATRO EM LINHA,http://www.genmagic.org/mates3/jtauc.swf,TRUE,Sim,Link quebrado,,
362,ROLETAS DE MULTIPLICAÇÃO,http://www.noas.com.br/ensino-fundamental-1/matematica/roletas-da-multiplicacao/,TRUE,Sim,Flash,,
363,ROMANOS ESPACIAIS,http://www.soplaar.com/jogos_educativos_2/nave_romanos_espaciais/index.php,TRUE,Sim,Link quebrado,,
364,SEQUÊNCIAS NUMÉRICAS 2,http://www.noas.com.br/ensino-fundamental-1/matematica/sequencias-numericas-2/,TRUE,Sim,Flash,,
365,CAI E SELECIONA OBJETOS - NÚMEROS,http://www.soplaar.com/jogos_educativos_2/cai_seleciona_objetos_numeros/index.php,TRUE,Sim,Link quebrado,,
366,CIBERMAT,http://objetoseducacionais2.mec.gov.br/bitstream/handle/mec/11412/CiberMa.zip?sequence=3,TRUE,Não,,,
367,CONTAR OBJETOS,http://www.soplaar.com/jogos_educativos_2/contar_objetos_quadro/index.php,TRUE,Sim,Link quebrado,,
368,CORAL DIDÁTICO,http://www.escolagames.com.br/jogos/coralDidatico/,TRUE,Não,,,
369,FILHO MANEIRO,http://iguinho.com.br/jogo-filho-maneiro.html,TRUE,Sim,Flash,,
370,JOGO MAIOR OU MENOR - FIGURAS GEOMÉTRICAS,http://www.soplaar.com/jogos_educativos_2/reflexo_maior_menor_figuras_geometricas/index.php,TRUE,Sim,Link quebrado,,
371,LABIRINTO NÚMEROS,http://www.soplaar.com/jogos_educativos_2/labirinto_numeros/index.php,TRUE,Sim,Link quebrado,,
372,LIGAR PONTOS - SEQUÊNCIA,http://www.soplaar.com/jogos_educativos_2/ligar_pontos_girafa/index.php,TRUE,Sim,Link quebrado,,
373,REFLEXO - MAIOR OU MENOR - ANIMAIS,http://www.soplaar.com/jogos_educativos_2/reflexo_maior_menor_animais_novo/index.php,TRUE,Sim,Link quebrado,,
374,EQUAÇÕES DE PROPORCIONALIDADE,http://www.mangahigh.com/pt-br/jogos_matematicos/algebra/equacoes_de_proporcionalidade/proporcao_direta,TRUE,Sim,Link quebrado,,
375,ESCREVENDO EXPRESSÕES ALGÉBRICAS,http://www.mangahigh.com/pt-br/jogos_matematicos/algebra/formando_algebra/formar_uma_expressao_ou_formula,TRUE,Sim,Link quebrado,,
376,FORMANDO 1 (NUMBER BONDS FRACTIONS),http://www.mathplayground.com/number_bonds_fractions.html,TRUE,Não,,,
377,GEOGEBRA APP,http://www.geogebra.org/apps/,TRUE,Não,,,
378,GEOMETRIA DO TÁXI – FORMAS GEOMÉTRICAS,http://m3.ime.unicamp.br/media/software/1248,TRUE,Sim,M3 Unicamp,,
379,GRÁFICO DA FUNÇÃO COSSENO (USANDO O RADIANO COMO MEDIDA DE ÂNGULOS),http://www.uff.br/cdme/ftr/ftr-html/ftr-cosseno-rad-br.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/ftr/ftr-html/ftr-cosseno-rad-br.html,
380,GRÁFICO DA FUNÇÃO SENO (USANDO O GRAU COMO MEDIDA DE ÂNGULOS),http://www.uff.br/cdme/ftr/ftr-html/ftr-seno-deg-br.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/ftr/ftr-html/ftr-seno-deg-br.html,
381,LABIRINTO DE EQUAÇÕES BIQUADRADAS,http://www.educopedia.com.br/EducoFiles/acd990e6-194f-4d23-a9ca-1377b0f9fda0.exe,TRUE,Sim,Flash,,
382,MATRIZES E IMAGENS COLORIDAS,http://www.uff.br/cdme/matrix/matrix-html/matrix_morph/matrix_morph_br.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/matrix/matrix-html/matrix_morph/matrix_morph_br.html,
383,O JOGO DOS ÍNDICES,http://www.uff.br/cdme/matrix/matrix-html/matrix_boolean/jdi_alpha_br.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/matrix/matrix-html/matrix_boolean/jdi_alpha_br.html,
384,O PROBLEMA DO BARBANTE: QUADRADO E TRIÂNGULO,http://www.uff.br/cdme/pbt/pbt-html/pbt-01-br.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/pbt/pbt-html/pbt-01-br.html,
385,O PROBLEMA DO TRIÂNGULO ISÓSCELES,http://www.uff.br/cdme/ptr/ptr-html/ptr-01-br.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/ptr/ptr-html/ptr-01-br.html,
386,PAVIMENTAÇÃO DO PLANO COM POLÍGONOS REGULARES DE TIPOS DIFERENTES,http://www.uff.br/cdme/ppr/ppr-html/ppr-st-br.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/ppr/ppr-html/ppr-st-br.html,
387,PROBABILIDADE: 2 DADOS,http://www.uff.br/cdme/prob-doisdados/prob-doisdados-html/prob-doisdados.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/prob-doisdados/prob-doisdados-html/prob-doisdados.html,
388,PROBABILIDADE: EVENTOS EQUIPROVÁVEIS,http://www.uff.br/cdme/prob-bonecos/prob-bonecos-html/prob-bonecos.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/prob-bonecos/prob-bonecos-html/prob-bonecos.html,
389,PROBLEMA DA JANELA NORMANDA,http://www.uff.br/cdme/pjn/pjn-html/pjn-01-br.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/pjn/pjn-html/pjn-01-br.html,
390,REPRESENTAÇÃO GRÁFICA DE FUNÇÕES,http://www.educadores.diaadia.pr.gov.br/arquivos/File/2010/objetos_de_aprendizagem/QUIMICA/sim_funcoes_graficos.swf,TRUE,Sim,Flash,,
391,RODAS DA FORTUNA,http://www.uff.br/cdme/rdf/rdf-html/rdf-c-br.html,FALSE,Sim,Novo Link,http://www.cdme.im-uff.mat.br/rdf/rdf-html/rdf-c-br.html,
393,1001 Tangram puzzles game,https://play.google.com/store/apps/details?id=com.statlex.tangram,TRUE,Não,,,
394,1010!,https://play.google.com/store/apps/details?id=com.gramgames.tenten,TRUE,Não,,,
395,3D Puzzle,https://play.google.com/store/apps/details?id=com.wjjstudio.puzzle,TRUE,Não,,,
396,Astrobomber,https://play.google.com/store/apps/details?id=com.JamesBruckner.Astrobomber,TRUE,Não,,,
397,Buraco,https://play.google.com/store/apps/details?id=com.ame6.amtalee.lite,TRUE,Sim,Link quebrado,,
398,Color Net,https://play.google.com/store/apps/details?id=com.nebulabytes.colornet,TRUE,Não,,,
399,Cube Connect: Free puzzle game,https://play.google.com/store/apps/details?id=net.lrstudios.cube_connect,TRUE,Não,,,
400,Cubes,https://play.google.com/store/apps/details?id=com.valen.cubes,TRUE,Não,,,
401,Desatar - Juegos de logica,https://play.google.com/store/apps/details?id=air.App2Eleven.LogicGamePuzzlesUntangle,TRUE,Não,,,
402,Dominocity,https://play.google.com/store/apps/details?id=com.nostopsign.dominocity,TRUE,Não,,,
403,Escape Games Day-19,https://play.google.com/store/apps/details?id=com.pn.numberpuzzle,TRUE,Sim,Link quebrado,,
404,Euclidea,https://play.google.com/store/apps/details?id=com.hil_hk.euclidea,TRUE,Não,,,
405,Fit In The Hole,https://play.google.com/store/apps/details?id=com.ketchapp.fitinthehole,TRUE,Sim,Link quebrado,,
406,G.cube 3D puzzle,https://play.google.com/store/apps/details?id=com.viktor.Gcube,TRUE,Sim,Link quebrado,,
407,Heptic,https://play.google.com/store/apps/details?id=hi.brett.heptic,TRUE,Sim,Link quebrado,,
408,Impossible Lines,https://play.google.com/store/apps/details?id=it.tinygames.impossiblelines,TRUE,Não,,,
409,Jogos Puzzles Brain Game,https://play.google.com/store/apps/details?id=pt.asteroid_games.match.puzzle.equation.rearrange.solve.brain.task.free_game,TRUE,Sim,Link quebrado,,
410,Madgic Hocus,https://play.google.com/store/apps/details?id=com.division.madgic,TRUE,Não,,,
411,Pontos e Caixas,https://play.google.com/store/apps/details?id=com.connectTheDots,TRUE,Não,,,
412,Quantos quadrados,https://play.google.com/store/apps/details?id=com.ktpsoft.karthik.howmanysquares,TRUE,Não,,,
413,rop,https://play.google.com/store/apps/details?id=air.com.mildmania.rop,TRUE,Sim,Link quebrado,,
414,Stack,https://play.google.com/store/apps/details?id=com.ketchapp.stack,TRUE,Não,,,
415,Tira Varetas,https://play.google.com/store/apps/details?id=com.fbfsistemas.pullsticks,TRUE,Não,,,
416,Tricky Box,https://play.google.com/store/apps/details?id=com.youzhick.games.woodenpuzzle,TRUE,Sim,Link quebrado,,
417,UnLink - The 3D Puzzle Game,https://play.google.com/store/apps/details?id=com.FreeOnlineGames.Unlink,TRUE,Sim,Link quebrado,,
418,Untangle,https://play.google.com/store/apps/details?id=com.ctgames.untangle,TRUE,Não,,,
419,8 cores,https://play.google.com/store/apps/details?id=com.newhope.theball,TRUE,Não,,,
420,Angulo,https://www.domob.eu/links.php,TRUE,Sim,Link quebrado,,
421,Blockinger,https://f-droid.org/repository/browse/?fdid=org.blockinger.game,TRUE,Não,,,
422,Circle Brick Breaker,https://play.google.com/store/apps/details?id=com.fbfsistemas.circlebrickbreaker,TRUE,Não,,,
423,Combinations,https://play.google.com/store/apps/details?id=com.valcourgames.combinations.android,TRUE,Não,,,
424,droidzebra,https://code.google.com/archive/p/droidzebra/,TRUE,Não,,,
425,Entangled,https://play.google.com/store/apps/details?id=com.ft.game.puzzle.entanglement,TRUE,Não,,,
426,Hexonnect - Hexagon Puzzle,https://play.google.com/store/apps/details?id=de.siebn.hexonnect,TRUE,Não,,,
427,Hexy - The Hexagon Game,https://play.google.com/store/apps/details?id=com.valcourgames.hexy.android,TRUE,Não,,,
428,Mandelbrot Maps,https://f-droid.org/repository/browse/?fdid=uk.ac.ed.inf.mandelbrotmaps,FALSE,Não,,,
429,Rotate Hexagon,https://play.google.com/store/apps/details?id=com.fuzzide.hexagon,TRUE,Sim,Link quebrado,,
430,Sequence Hunt,https://f-droid.org/repository/browse/?fdid=com.monead.games.android.sequence,FALSE,Não,,,
431,Tri Rose,https://f-droid.org/repository/browse/?fdfilter=math&fdid=com.isdp.trirose,FALSE,Não,,,
432,tttris,https://code.google.com/archive/p/tttris/downloads,TRUE,Não,,,
433,Compass,https://play.google.com/store/apps/details?id=com.gamma.compass,TRUE,Não,,,
434,conversor de unidades,https://play.google.com/store/apps/details?id=com.androidapps.unitconverter,TRUE,Não,,,
435,Tiro ao cubo 3D,https://play.google.com/store/apps/details?id=com.greencube.shotcube,TRUE,Sim,Link quebrado,,
436,Bodha Converter,https://f-droid.org/repository/browse/?fdid=byrne.utilities.converter,FALSE,Não,,,
437,Equate,https://f-droid.org/repository/browse/?fdid=com.llamacorp.equate,TRUE,Não,,,
438,1;19 Number Puzzle game,https://play.google.com/store/apps/details?id=com.elvesgames.onetonineteen,TRUE,Sim,Link quebrado,,
439,19 Numbers,https://play.google.com/store/apps/details?id=avseygames.numbers.android,TRUE,Não,,,
440,2048 Fibonacci,https://play.google.com/store/apps/details?id=com.killingtimemachine.game2048Fibonacci,TRUE,Sim,Link quebrado,,
441,2Fuse,https://play.google.com/store/apps/details?id=com.mojoforest.twofuse,TRUE,Não,,,
442,3D Minesweeper - Dig Mines 3D,https://play.google.com/store/apps/details?id=com.kittoworks.digmines3d,TRUE,Não,,,
443,4x number puzzle,https://play.google.com/store/apps/details?id=com.nulligma.Game4x,TRUE,Sim,Link quebrado,,
444,90 números,https://play.google.com/store/apps/details?id=com.newhope.ussr_table,TRUE,Não,,,
445,Beyond 14,https://play.google.com/store/apps/details?id=com.mojoforest.beyondfourteen,TRUE,Sim,Link quebrado,,
446,Binary Fun Game,https://play.google.com/store/apps/details?id=com.petraapps.binarygame,TRUE,Sim,Link quebrado,,
447,Binary Puzzle,https://play.google.com/store/apps/details?id=com.bombaygames.binarypuzzle&hl=pt-BR,TRUE,Sim,Link quebrado,,
448,Binary Stack,https://play.google.com/store/apps/details?id=gecko.droid.binarystack,TRUE,Não,,,
449,Build Bridges Puzzle,https://play.google.com/store/apps/details?id=cz.rychtar.android.hashiwokakero,TRUE,Não,,,
450,Dez: Jogo com números,https://play.google.com/store/apps/details?id=com.shadowbiz.taketengo,TRUE,Não,,,
451,Digits,https://play.google.com/store/apps/details?id=team13.digitsgame,TRUE,Não,,,
452,Doodle Numbers,https://play.google.com/store/apps/details?id=ru.redspell.doodlenumbers2,TRUE,Não,,,
453,E7 Loopy - Brain Teaser,https://play.google.com/store/apps/details?id=e7.loopy.com,TRUE,Sim,Link quebrado,,
454,E7 Masyu - Brain Teaser,https://play.google.com/store/apps/details?id=e7.masyu.com,TRUE,Sim,Link quebrado,,
455,E7 Nurikabe - Brain Teaser,https://play.google.com/store/apps/details?id=e7.nurikabe.com,TRUE,Sim,Link quebrado,,
456,Exercícios de matemática,https://play.google.com/store/apps/details?id=com.hyperdimsoft.hyperdimbrain,TRUE,Não,,,
457,Gamikaze Nurikabe,https://play.google.com/store/apps/details?id=eu.eaststudio.gamikaze.nurikabe,TRUE,Sim,Link quebrado,,
458,I HATE MATHS,https://play.google.com/store/apps/details?id=com.chitralekha.maths,TRUE,Sim,Link quebrado,,
459,Kakuro,https://play.google.com/store/apps/details?id=com.pinkpointer.kakuro,TRUE,Não,,,
460,Linky Dots,https://play.google.com/store/apps/details?id=com.nebulabytes.linkydots,TRUE,Não,,,
461,Logic Puzzles,https://play.google.com/store/apps/details?id=com.sanjoy.matrix,TRUE,Sim,Link quebrado,,
462,Make7! Hexa Puzzle,https://play.google.com/store/apps/details?id=com.bitmango.go.make7hexapuzzle,TRUE,Não,,,
463,Matemática para Crianças,https://play.google.com/store/apps/details?id=com.miniklerogreniyor.quiz.kids.math,TRUE,Não,,,
464,MATH 42,https://play.google.com/store/apps/details?id=com.math42solutions,TRUE,Não,,,
465,Math Academy,https://play.google.com/store/apps/developer?id=SCIMOB,TRUE,Sim,Novo Link,https://play.google.com/store/apps/details?id=com.scimob.mathacademy,
466,Math Evolve Lite: FREE,https://play.google.com/store/apps/details?id=com.InterActionEducation.MathEvolveLite,TRUE,Sim,Link quebrado,,
467,Mover: Um enigma Cérebro,https://play.google.com/store/apps/details?id=com.nitako.move,TRUE,Sim,Link quebrado,,
468,Number Jong,https://play.google.com/store/apps/details?id=com.valcourgames.numberjong.android,TRUE,Não,,,
469,Number Knot,https://play.google.com/store/apps/details?id=com.codejuggler.numberknot,TRUE,Não,,,
470,Number Puzzle,https://play.google.com/store/apps/details?id=com.pn.numberpuzzle,TRUE,Sim,Link quebrado,,
471,Numbers.AA,https://play.google.com/store/apps/details?id=com.chitralekha.numbersaa,TRUE,Sim,Link quebrado,,
472,Número Balls Jogo,https://play.google.com/store/apps/details?id=funapps.numberballs,TRUE,Sim,Link quebrado,,
473,número rápida,https://play.google.com/store/apps/details?id=com.flyStudio.Numbers,TRUE,Sim,Link quebrado,,
474,Skyscrapers,https://play.google.com/store/apps/details?id=com.puzzle.skyscrapers,TRUE,Sim,Link quebrado,,
475,Threes!,https://play.google.com/store/apps/details?id=vo.threes.exclaim,TRUE,Não,,,
476,Truth Tables,https://play.google.com/store/apps/details?id=at.ac.univie.phl.logik.android.truthtables,TRUE,Não,,,
477,yHomework - Math Solver,https://play.google.com/store/apps/details?id=com.MathUnderground.MathSolver,TRUE,Não,,,
478,You Idiot,https://play.google.com/store/apps/details?id=com.chitralekha.twovsone,TRUE,Sim,Link quebrado,,
479,You Stupid 9+10=21,https://play.google.com/store/apps/details?id=com.iyoda.youstupid91021,TRUE,Sim,Link quebrado,,
480,Addi,https://f-droid.org/repository/browse/?fdfilter=math&fdid=com.addi,FALSE,Não,,,
481,Anagram Solver,https://play.google.com/store/apps/details?id=com.bmpak.anagramsolver,TRUE,Sim,Link quebrado,,
482,Bac Matematica,https://apkpure.com/br/bac-matematica/weis.ia.android.bachelper,FALSE,Não,,,
483,Desafio Matemático Grátis,https://play.google.com/store/apps/details?id=com.turtlelabs.DesafioMatematico_Free,TRUE,Não,,,
484,Engrenagens Quebra-cabeças,https://play.google.com/store/apps/details?id=org.stropin.gearslogicpuzzles,TRUE,Não,,,
485,Expression Evaluator,https://f-droid.org/repository/browse/?fdfilter=math&fdid=dudeofx.eval,FALSE,Não,,,
486,frações matemática,https://apkpure.com/br/fractions-math/an.FractionsAll,TRUE,Não,,,
487,HoloKen,https://f-droid.org/repository/browse/?fdfilter=math&fdid=com.tortuca.holoken,TRUE,Sim,Link quebrado,,
488,jogo de matemática,https://apkpure.com/br/math-game/org.mouradjackfreakingmaths,TRUE,Não,,,
489,Jogos de Matemática,https://play.google.com/store/apps/details?id=com.astepanov.mobile.mindmathtricks,TRUE,Não,,,
490,Matemática Elementar Móvel,https://apkpure.com/br/matem%C3%A1tica-elementar-m%C3%B3vel/com.ufms_cppp.matematicaelementar,TRUE,Não,,,
491,Matemática para crianças!,https://play.google.com/store/apps/details?id=co.romesoft.toddlers.puzzle.math,TRUE,Sim,Link quebrado,,OA repetido.
492,"Matemática, Treine seu Cérebro",https://play.google.com/store/apps/details?id=org.nixgame.mathematics,TRUE,Não,,,
493,Math Master - Brain Quizzes,https://play.google.com/store/apps/details?id=com.mathmaster,TRUE,Não,,,
494,Math Pieces,https://play.google.com/store/apps/details?id=com.nebulabytes.mathpieces,TRUE,Não,,,
495,Math Puzzles,https://play.google.com/store/apps/details?id=com.applabs.puzzle,TRUE,Não,,,
496,Math Workout,https://play.google.com/store/apps/details?id=com.akbur.mathsworkout,TRUE,Não,,,
497,MathDoku,https://f-droid.org/repository/browse/?fdfilter=math&fdid=net.cactii.mathdoku,FALSE,Não,,,
498,MathDoku,https://play.google.com/store/apps/details?id=net.cactii.mathdoku,TRUE,Não,,,
499,MATHTools,https://f-droid.org/repository/browse/?fdfilter=math&fdid=org.aminb.mathtools.app,FALSE,Não,,,
500,Matrix Calc,https://f-droid.org/repository/browse/?fdid=com.alexkang.x3matrixcalculator,FALSE,Não,,,
501,MaximaOnAndroid,https://f-droid.org/repository/browse/?fdfilter=math&fdid=jp.yhonda,FALSE,Não,,,
502,minutos de matemática louca,https://apkpure.com/br/mad-math-minute/com.lipapps.madmathminute,TRUE,Não,,,
503,Mizeravi Matemática Quiz,https://apkpure.com/br/mizeravi-matem%C3%A1tica-quiz/com.isrstudio.mizeravi,FALSE,Não,,,
504,Number Jong,https://play.google.com/store/apps/details?id=com.valcourgames.numberjong.android,FALSE,Sim,Novo Link,https://play.google.com/store/apps/details?id=com.valcourgames.numberjong.android,
505,Number Swipe,https://play.google.com/store/apps/details?id=com.valcourgames.numberswipe.android,TRUE,Sim,Link quebrado,,
506,Photomath - Câmera-Calculadora,https://play.google.com/store/apps/details?id=com.microblink.photomath,TRUE,Não,,,
507,Rei da Matemática,https://play.google.com/store/apps/details?id=com.troubi.kingofmath,TRUE,Sim,Link quebrado,,
508,Reversi Free,https://play.google.com/store/apps/details?id=uk.co.aifactory.rrfree,TRUE,Não,,,
509,Rule of Three,https://f-droid.org/repository/browse/?fdid=de.steinpfeffer.rdt,FALSE,Não,,,
510,TopoSuite,https://f-droid.org/repository/browse/?fdfilter=math&fdid=ch.hgdev.toposuite,TRUE,Sim,Novo Link,https://play.google.com/store/apps/details?id=ch.hgdev.toposuite,Atualizado do fdroid para a play store
511,Truques matemáticos,https://play.google.com/store/apps/details?id=example.matharithmetics,TRUE,Não,,,
512,Make a City - Build Idle Game,https://play.google.com/store/apps/details?id=air.air.make.city.idle.build.game,TRUE,Não,,,
513,Minhas despesas,https://play.google.com/store/apps/details?id=org.totschnig.myexpenses,TRUE,Não,,,
514,90% Ok,https://play.google.com/store/apps/details?id=com.chitralekha.ninety,TRUE,Sim,Link quebrado,,
515,Loops 3D,https://play.google.com/store/apps/details?id=com.morgade.loops3d,TRUE,Não,,,
516,Numerics Free,https://play.google.com/store/apps/details?id=com.thegameof.numerics,TRUE,Sim,Link quebrado,,
517,Todas as fórmulas Math,https://apkpure.com/br/complete-math-formulas/com.dbl.mathformulas,TRUE,Não,,,
518,E7 Slant - Brain Teaser,https://play.google.com/store/apps/details?id=e7.slant.com,TRUE,Sim,Link quebrado,,
519,matemática,https://play.google.com/store/apps/details?id=de.daboapps.mathematics,TRUE,Não,,,
520,Puzzlerama,https://play.google.com/store/apps/details?id=com.leodesol.games.puzzlecollection,TRUE,Não,,,
521,Dicionário de Matemática Free,https://apkpure.com/br/dicion%C3%A1rio-de-matem%C3%A1tica-free/com.editoraw.minidicionario.matematica.free,TRUE,Não,,,
522,Educacross Matemática (Escola),https://apkpure.com/br/educacross-matem%C3%A1tica-escola/com.CrossReality.EducaCrossMatematica,TRUE,Não,,,
523,Ferramentas Inteligentes,https://play.google.com/store/apps/details?id=com.pcmehanik.smarttoolkit,TRUE,Sim,Link quebrado,,
524,MagicPlan,https://play.google.com/store/apps/details?id=com.sensopia.magicplan&hl=pt-BR,TRUE,Não,,,
525,2048,https://apkpure.com/br/2048/com.digiplex.game,TRUE,Não,,,
526,LogicalCell,https://play.google.com/store/apps/details?id=air.air.LogicalCell,TRUE,Não,,,
527,Monodot,https://play.google.com/store/apps/details?id=hi.brett.monodot,TRUE,Não,,,
528,Resta Um,https://play.google.com/store/apps/details?id=com.pinkpointer.pegsolitaire,TRUE,Não,,,
529,Slitherlink,https://play.google.com/store/apps/details?id=com.ejelta.slitherlink.ads,TRUE,Não,,,
530,Calculadora Gráfica Mathlab,https://apkpure.com/br/math-graphing-calculator/us.mathlab.android,TRUE,Não,,,
531,GeoGebra Calculadora Gráfica,https://apkpure.com/br/geogebra-graphing-calculator/org.geogebra.android,TRUE,Não,,,
532,Graphing Calculator,https://play.google.com/store/apps/details?id=com.herbertlaw,TRUE,Não,,,
533,Logic Puzzle Kingdom,https://play.google.com/store/apps/details?id=com.morsakabi.puzzlekingdom.android,TRUE,Não,,,
534,Maths Man,http://forum.xda-developers.com/showthread.php?t=2252259,TRUE,Não,,,
535,Hydra Slayer,https://f-droid.org/repository/browse/?fdfilter=math&fdid=com.roguetemple.hydroid,FALSE,Não,,,
536,GeoGebra,https://play.google.com/store/apps/details?id=org.geogebra,TRUE,Não,,,
537,iMathematics™,https://apkpure.com/br/imathematics%E2%84%A2/it.droidtech.imathematica,TRUE,Não,,,
538,Mathway - Problema Matemático,https://play.google.com/store/apps/details?id=com.bagatrix.mathway.android,TRUE,Não,,,
539,Fórmulas Free,https://play.google.com/store/apps/details?id=com.nsc.mathformulas.lite,TRUE,Não,,,
540,Offline mapa Navegação,https://play.google.com/store/apps/details?id=com.virtualmaze.offlinemapnavigationtracker,TRUE,Não,,,
